t = 0
0, 0.49167538
1, 0.4178549
2, 0.35233516
3, 0.29470366
4, 0.24352257
5, 0.1986448
6, 0.15943427
7, 0.123898685
8, 0.0913882
9, 0.059708185
t = 1
0, 0.965281
1, 0.86793983
2, 0.7699717
3, 0.67222565
4, 0.57630825
5, 0.48133266
6, 0.38674593
7, 0.2935062
8, 0.20191604
9, 0.111268625
t = 2
0, 1.0099382
1, 0.91002625
2, 0.81100285
3, 0.7127406
4, 0.6149492
5, 0.51733863
6, 0.41943932
7, 0.32164598
8, 0.22386241
9, 0.12562265
t = 3
0, 1.0031677
1, 0.90394485
2, 0.8054477
3, 0.7076007
4, 0.6105358
5, 0.5143306
6, 0.4176013
7, 0.3191054
8, 0.21818581
9, 0.11581974
t = 4
0, 0.993957
1, 0.89501756
2, 0.79670525
3, 0.69899803
4, 0.60081416
5, 0.5015768
6, 0.40103388
7, 0.30045098
8, 0.20050447
9, 0.10055109
t = 5
0, 0.98858875
1, 0.88998306
2, 0.79127395
3, 0.69260466
4, 0.59377414
5, 0.49524814
6, 0.39638394
7, 0.2968983
8, 0.19690189
9, 0.09649314
t = 6
0, 0.9798378
1, 0.8850373
2, 0.7884995
3, 0.6903969
4, 0.592048
5, 0.493971
6, 0.3961445
7, 0.29803723
8, 0.20018147
9, 0.10269359
t = 7
0, 0.9651228
1, 0.8729121
2, 0.7801547
3, 0.68663204
4, 0.5920791
5, 0.49647665
6, 0.40034962
7, 0.3043145
8, 0.20915182
9, 0.11438291
t = 8
0, 0.94683045
1, 0.8570483
2, 0.7668768
3, 0.67611176
4, 0.58521897
5, 0.49437302
6, 0.40376842
7, 0.3129601
8, 0.22184947
9, 0.13097781
t = 9
0, 0.92749935
1, 0.83904946
2, 0.750719
3, 0.6627392
4, 0.575099
5, 0.48802823
6, 0.40186566
7, 0.31640327
8, 0.23151645
9, 0.14744677
