0, 0, 0, 0.47332013
0, 0, 1, 0.41290182
0, 0, 2, 0.3609302
0, 0, 3, 0.31663495
0, 0, 4, 0.27990606
0, 0, 5, 0.25061864
0, 0, 6, 0.22814341
0, 0, 7, 0.21204269
0, 0, 8, 0.20191848
0, 0, 9, 0.19770598
0, 1, 0, 0.5188287
0, 1, 1, 0.45825446
0, 1, 2, 0.40620297
0, 1, 3, 0.3618756
0, 1, 4, 0.32480806
0, 1, 5, 0.2951553
0, 1, 6, 0.2722624
0, 1, 7, 0.25564188
0, 1, 8, 0.24503286
0, 1, 9, 0.24032614
0, 2, 0, 0.55465376
0, 2, 1, 0.4940648
0, 2, 2, 0.44218528
0, 2, 3, 0.3980503
0, 2, 4, 0.36093277
0, 2, 5, 0.33111972
0, 2, 6, 0.30790746
0, 2, 7, 0.2909168
0, 2, 8, 0.2799813
0, 2, 9, 0.27499983
0, 3, 0, 0.58182067
0, 3, 1, 0.52153236
0, 3, 2, 0.46997356
0, 3, 3, 0.42617136
0, 3, 4, 0.38923395
0, 3, 5, 0.35939753
0, 3, 6, 0.33597082
0, 3, 7, 0.31874287
0, 3, 8, 0.3075883
0, 3, 9, 0.30244666
0, 4, 0, 0.6009514
0, 4, 1, 0.5414196
0, 4, 2, 0.49036258
0, 4, 3, 0.4470201
0, 4, 4, 0.4103467
0, 4, 5, 0.3805936
0, 4, 6, 0.3571943
0, 4, 7, 0.3399254
0, 4, 8, 0.3286416
0, 4, 9, 0.32329285
0, 5, 0, 0.6123111
0, 5, 1, 0.5539663
0, 5, 2, 0.5038142
0, 5, 3, 0.46091735
0, 5, 4, 0.42466164
0, 5, 5, 0.3950221
0, 5, 6, 0.37155533
0, 5, 7, 0.3541066
0, 5, 8, 0.34256583
0, 5, 9, 0.33688897
0, 6, 0, 0.61625504
0, 6, 1, 0.55915374
0, 6, 2, 0.50993335
0, 6, 3, 0.4674369
0, 6, 4, 0.4313305
0, 6, 5, 0.4016114
0, 6, 6, 0.37800014
0, 6, 7, 0.3604086
0, 6, 8, 0.34874642
0, 6, 9, 0.34294963
0, 7, 0, 0.61250615
0, 7, 1, 0.5561945
0, 7, 2, 0.5075105
0, 7, 3, 0.46540028
0, 7, 4, 0.42950672
0, 7, 5, 0.39970905
0, 7, 6, 0.3760708
0, 7, 7, 0.358451
0, 7, 8, 0.34678936
0, 7, 9, 0.34103304
0, 8, 0, 0.60001206
0, 8, 1, 0.54443663
0, 8, 2, 0.49626803
0, 8, 3, 0.45454204
0, 8, 4, 0.41898
0, 8, 5, 0.38927037
0, 8, 6, 0.36562192
0, 8, 7, 0.34803915
0, 8, 8, 0.33642852
0, 8, 9, 0.3307631
0, 9, 0, 0.5784773
0, 9, 1, 0.5235959
0, 9, 2, 0.4758727
0, 9, 3, 0.43449134
0, 9, 4, 0.39924133
0, 9, 5, 0.36974818
0, 9, 6, 0.34630412
0, 9, 7, 0.32885957
0, 9, 8, 0.31743568
0, 9, 9, 0.31197184
1, 0, 0, 0.48149574
1, 0, 1, 0.42343587
1, 0, 2, 0.37341917
1, 0, 3, 0.33072317
1, 0, 4, 0.29480922
1, 0, 5, 0.26605767
1, 0, 6, 0.24393602
1, 0, 7, 0.22808115
1, 0, 8, 0.21827094
1, 0, 9, 0.21432137
1, 1, 0, 0.525925
1, 1, 1, 0.46769398
1, 1, 2, 0.41759783
1, 1, 3, 0.37496245
1, 1, 4, 0.33894122
1, 1, 5, 0.3098408
1, 1, 6, 0.28726006
1, 1, 7, 0.27096492
1, 1, 8, 0.26061806
1, 1, 9, 0.25615412
1, 2, 0, 0.5609661
1, 2, 1, 0.5026211
1, 2, 2, 0.45270848
1, 2, 3, 0.4102466
1, 2, 4, 0.37425548
1, 2, 5, 0.34509128
1, 2, 6, 0.32232785
1, 2, 7, 0.3056746
1, 2, 8, 0.2950018
1, 2, 9, 0.2902276
1, 3, 0, 0.5875626
1, 3, 1, 0.5293686
1, 3, 2, 0.47978908
1, 3, 3, 0.4376011
1, 3, 4, 0.40184087
1, 3, 5, 0.37271518
1, 3, 6, 0.349858
1, 3, 7, 0.3330602
1, 3, 8, 0.32220024
1, 3, 9, 0.31727344
1, 4, 0, 0.6065601
1, 4, 1, 0.54887235
1, 4, 2, 0.4996416
1, 4, 3, 0.45785028
1, 4, 4, 0.4225011
1, 4, 5, 0.39344603
1, 4, 6, 0.370592
1, 4, 7, 0.35378748
1, 4, 8, 0.34290504
1, 4, 9, 0.3378141
1, 5, 0, 0.6176976
1, 5, 1, 0.5611938
1, 5, 2, 0.5126336
1, 5, 3, 0.47126955
1, 5, 4, 0.43641347
1, 5, 5, 0.40750003
1, 5, 6, 0.38455003
1, 5, 7, 0.36751068
1, 5, 8, 0.356362
1, 5, 9, 0.3510642
1, 6, 0, 0.62145644
1, 6, 1, 0.5661805
1, 6, 2, 0.51848805
1, 6, 3, 0.47737253
1, 6, 4, 0.44254947
1, 6, 5, 0.4135661
1, 6, 6, 0.39053357
1, 6, 7, 0.3733713
1, 6, 8, 0.3620991
1, 6, 9, 0.35671842
1, 7, 0, 0.61757237
1, 7, 1, 0.5630918
1, 7, 2, 0.5159547
1, 7, 3, 0.4751513
1, 7, 4, 0.44039166
1, 7, 5, 0.41130722
1, 7, 6, 0.3882156
1, 7, 7, 0.3710482
1, 7, 8, 0.35976285
1, 7, 9, 0.35440254
1, 8, 0, 0.605147
1, 8, 1, 0.55147326
1, 8, 2, 0.50477606
1, 8, 3, 0.4643401
1, 8, 4, 0.42983037
1, 8, 5, 0.4007792
1, 8, 6, 0.37760597
1, 8, 7, 0.36041397
1, 8, 8, 0.34917063
1, 8, 9, 0.34388804
1, 9, 0, 0.5839403
1, 9, 1, 0.5309151
1, 9, 2, 0.4846043
1, 9, 3, 0.44449842
1, 9, 4, 0.41026837
1, 9, 5, 0.38145363
1, 9, 6, 0.35840625
1, 9, 7, 0.34128666
1, 9, 8, 0.33011723
1, 9, 9, 0.32500622
2, 0, 0, 0.48973185
2, 0, 1, 0.43402988
2, 0, 2, 0.3859123
2, 0, 3, 0.34472668
2, 0, 4, 0.3099172
2, 0, 5, 0.28177035
2, 0, 6, 0.26000413
2, 0, 7, 0.24443892
2, 0, 8, 0.23491019
2, 0, 9, 0.2312696
2, 1, 0, 0.53325397
2, 1, 1, 0.4773484
2, 1, 2, 0.42914587
2, 1, 3, 0.38799977
2, 1, 4, 0.35316247
2, 1, 5, 0.3247655
2, 1, 6, 0.30263478
2, 1, 7, 0.28661966
2, 1, 8, 0.27659494
2, 1, 9, 0.27241975
2, 2, 0, 0.5677084
2, 2, 1, 0.51159203
2, 2, 2, 0.46352786
2, 2, 3, 0.42251635
2, 2, 4, 0.3877682
2, 2, 5, 0.35922617
2, 2, 6, 0.33697265
2, 2, 7, 0.3207903
2, 2, 8, 0.31046078
2, 2, 9, 0.3059742
2, 3, 0, 0.59383565
2, 3, 1, 0.5377802
2, 3, 2, 0.48997384
2, 3, 3, 0.44916457
2, 3, 4, 0.41465914
2, 3, 5, 0.38615638
2, 3, 6, 0.36387676
2, 3, 7, 0.34757334
2, 3, 8, 0.33718592
2, 3, 9, 0.3326283
2, 4, 0, 0.6125614
2, 4, 1, 0.556905
2, 4, 2, 0.50937295
2, 4, 3, 0.46884894
2, 4, 4, 0.43471646
2, 4, 5, 0.406394
2, 4, 6, 0.38410717
2, 4, 7, 0.36777502
2, 4, 8, 0.35733652
2, 4, 9, 0.35270983
2, 5, 0, 0.6235639
2, 5, 1, 0.5688726
2, 5, 2, 0.5218469
2, 5, 3, 0.4817773
2, 5, 4, 0.4481215
2, 5, 5, 0.41998625
2, 5, 6, 0.39761007
2, 5, 7, 0.38102758
2, 5, 8, 0.37030375
2, 5, 9, 0.36544967
2, 6, 0, 0.62721914
2, 6, 1, 0.5737409
2, 6, 2, 0.52735275
2, 6, 3, 0.48748076
2, 6, 4, 0.45384055
2, 6, 5, 0.4256037
2, 6, 6, 0.40311128
2, 6, 7, 0.38641572
2, 6, 8, 0.37557346
2, 6, 9, 0.370651
2, 7, 0, 0.62326205
2, 7, 1, 0.57054776
2, 7, 2, 0.5247244
2, 7, 3, 0.48508924
2, 7, 4, 0.45141035
2, 7, 5, 0.42311543
2, 7, 6, 0.4004929
2, 7, 7, 0.38376588
2, 7, 8, 0.37289685
2, 7, 9, 0.36796874
2, 8, 0, 0.61092675
2, 8, 1, 0.5589836
2, 8, 2, 0.51366764
2, 8, 3, 0.47438127
2, 8, 4, 0.44082248
2, 8, 5, 0.41251552
2, 8, 6, 0.38979888
2, 8, 7, 0.3729949
2, 8, 8, 0.36211205
2, 8, 9, 0.35722154
2, 9, 0, 0.58996123
2, 9, 1, 0.5387007
2, 9, 2, 0.49376535
2, 9, 3, 0.4548086
2, 9, 4, 0.42148834
2, 9, 5, 0.39338207
2, 9, 6, 0.3707227
2, 9, 7, 0.3539567
2, 9, 8, 0.34310317
2, 9, 9, 0.338247
3, 0, 0, 0.49811018
3, 0, 1, 0.44456327
3, 0, 2, 0.39838928
3, 0, 3, 0.35874027
3, 0, 4, 0.32516718
3, 0, 5, 0.29768977
3, 0, 6, 0.27642518
3, 0, 7, 0.26116535
3, 0, 8, 0.251957
3, 0, 9, 0.24867064
3, 1, 0, 0.5407596
3, 1, 1, 0.4870485
3, 1, 2, 0.4408034
3, 1, 3, 0.40114444
3, 1, 4, 0.36756694
3, 1, 5, 0.3398474
3, 1, 6, 0.31824857
3, 1, 7, 0.30262184
3, 1, 8, 0.29300368
3, 1, 9, 0.2892176
3, 2, 0, 0.5747327
3, 2, 1, 0.5207955
3, 2, 2, 0.47451717
3, 2, 3, 0.43493336
3, 2, 4, 0.40144306
3, 2, 5, 0.37357348
3, 2, 6, 0.35177648
3, 2, 7, 0.33601397
3, 2, 8, 0.32621711
3, 2, 9, 0.32221666
3, 3, 0, 0.60051817
3, 3, 1, 0.54655725
3, 3, 2, 0.5004267
3, 3, 3, 0.4609512
3, 3, 4, 0.4276365
3, 3, 5, 0.39986366
3, 3, 6, 0.378026
3, 3, 7, 0.3622098
3, 3, 8, 0.35233885
3, 3, 9, 0.3483162
3, 4, 0, 0.6188577
3, 4, 1, 0.5652808
3, 4, 2, 0.5193974
3, 4, 3, 0.48016417
3, 4, 4, 0.44712687
3, 4, 5, 0.41960543
3, 4, 6, 0.3978157
3, 4, 7, 0.3819484
3, 4, 8, 0.3719787
3, 4, 9, 0.36783844
3, 5, 0, 0.6298004
3, 5, 1, 0.5768951
3, 5, 2, 0.5314137
3, 5, 3, 0.4926269
3, 5, 4, 0.45998716
3, 5, 5, 0.43269515
3, 5, 6, 0.41081274
3, 5, 7, 0.3947025
3, 5, 8, 0.38445705
3, 5, 9, 0.38008577
3, 6, 0, 0.6334476
3, 6, 1, 0.58165586
3, 6, 2, 0.5365383
3, 6, 3, 0.49791366
3, 6, 4, 0.46534717
3, 6, 5, 0.43798238
3, 6, 6, 0.41590607
3, 6, 7, 0.39965814
3, 6, 8, 0.38928276
3, 6, 9, 0.38479424
3, 7, 0, 0.62948614
3, 7, 1, 0.5784034
3, 7, 2, 0.53378767
3, 7, 3, 0.49533242
3, 7, 4, 0.4627248
3, 7, 5, 0.43530375
3, 7, 6, 0.41312343
3, 7, 7, 0.39674306
3, 7, 8, 0.38630074
3, 7, 9, 0.3817653
3, 8, 0, 0.6172971
3, 8, 1, 0.5668764
3, 8, 2, 0.5228485
3, 8, 3, 0.4847384
3, 8, 4, 0.45209932
3, 8, 5, 0.42464
3, 8, 6, 0.4023891
3, 8, 7, 0.38592297
3, 8, 8, 0.37539113
3, 8, 9, 0.3708095
3, 9, 0, 0.5965789
3, 9, 1, 0.54682845
3, 9, 2, 0.5032589
3, 9, 3, 0.46548104
3, 9, 4, 0.43302727
3, 9, 5, 0.40566665
3, 9, 6, 0.38345653
3, 9, 7, 0.36700714
3, 9, 8, 0.35644948
3, 9, 9, 0.35182446
4, 0, 0, 0.507051
4, 0, 1, 0.45545483
4, 0, 2, 0.41095114
4, 0, 3, 0.37278938
4, 0, 4, 0.34051776
4, 0, 5, 0.31379253
4, 0, 6, 0.29311538
4, 0, 7, 0.27840513
4, 0, 8, 0.26950836
4, 0, 9, 0.26650888
4, 1, 0, 0.54873663
4, 1, 1, 0.4969231
4, 1, 2, 0.45238847
4, 1, 3, 0.41427577
4, 1, 4, 0.38204753
4, 1, 5, 0.3551286
4, 1, 6, 0.33408475
4, 1, 7, 0.3189547
4, 1, 8, 0.3097049
4, 1, 9, 0.3063726
4, 2, 0, 0.58207005
4, 2, 1, 0.53013724
4, 2, 2, 0.48553485
4, 2, 3, 0.44740343
4, 2, 4, 0.41521615
4, 2, 5, 0.38821638
4, 2, 6, 0.36691654
4, 2, 7, 0.35158777
4, 2, 8, 0.342183
4, 2, 9, 0.3386699
4, 3, 0, 0.6074472
4, 3, 1, 0.5556085
4, 3, 2, 0.51105195
4, 3, 3, 0.47293806
4, 3, 4, 0.440803
4, 3, 5, 0.4139307
4, 3, 6, 0.3925848
4, 3, 7, 0.37721944
4, 3, 8, 0.36776567
4, 3, 9, 0.3641736
4, 4, 0, 0.6254191
4, 4, 1, 0.5739055
4, 4, 2, 0.529579
4, 4, 3, 0.49168515
4, 4, 4, 0.4597624
4, 4, 5, 0.4331187
4, 4, 6, 0.41191602
4, 4, 7, 0.3965609
4, 4, 8, 0.38698977
4, 4, 9, 0.38320214
4, 5, 0, 0.636301
4, 5, 1, 0.5852137
4, 5, 2, 0.54121304
4, 5, 3, 0.50373274
4, 5, 4, 0.47213328
4, 5, 5, 0.44567716
4, 5, 6, 0.4244027
4, 5, 7, 0.40879852
4, 5, 8, 0.3989702
4, 5, 9, 0.39494735
4, 6, 0, 0.64007914
4, 6, 1, 0.5897777
4, 6, 2, 0.5460198
4, 6, 3, 0.5086576
4, 6, 4, 0.47710013
4, 6, 5, 0.45065784
4, 6, 6, 0.42921007
4, 6, 7, 0.41337365
4, 6, 8, 0.40337634
4, 6, 9, 0.3991949
4, 7, 0, 0.63621634
4, 7, 1, 0.5865438
4, 7, 2, 0.54310524
4, 7, 3, 0.5058511
4, 7, 4, 0.47433197
4, 7, 5, 0.44782954
4, 7, 6, 0.42629433
4, 7, 7, 0.41030467
4, 7, 8, 0.40013772
4, 7, 9, 0.3958575
4, 8, 0, 0.6242748
4, 8, 1, 0.575139
4, 8, 2, 0.5322758
4, 8, 3, 0.49530965
4, 8, 4, 0.4637096
4, 8, 5, 0.4371385
4, 8, 6, 0.41554892
4, 8, 7, 0.3994668
4, 8, 8, 0.38917798
4, 8, 9, 0.38478345
4, 9, 0, 0.6038877
4, 9, 1, 0.5553114
4, 9, 2, 0.5130067
4, 9, 3, 0.4763978
4, 9, 4, 0.4448858
4, 9, 5, 0.4183305
4, 9, 6, 0.39676666
4, 9, 7, 0.38066918
4, 9, 8, 0.37031877
4, 9, 9, 0.3658406
5, 0, 0, 0.5166617
5, 0, 1, 0.46679688
5, 0, 2, 0.42380536
5, 0, 3, 0.38693738
5, 0, 4, 0.35583395
5, 0, 5, 0.33003986
5, 0, 6, 0.30997983
5, 0, 7, 0.2958635
5, 0, 8, 0.28746587
5, 0, 9, 0.284833
5, 1, 0, 0.55747586
5, 1, 1, 0.50744367
5, 1, 2, 0.46431702
